calibration_controller_count,calibration_controllers,evaluation_controller,channel,evaluation_cycle_count,pooling_method,calibration_cycle_count,selection_repetitions,unseen_controller_far
4,C02;C03;C07;C09,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007000000000000001
4,C02;C03;C07;C09,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,47,1,0.0005
4,C02;C03;C07;C09,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00525
4,C02;C03;C07;C09,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,47,1,0.0052499999999999995
4,C02;C03;C07;C09,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.006500000000000001
4,C02;C03;C07;C09,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,47,1,0.010625
4,C02;C03;C07;C09,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.01640625
4,C02;C03;C07;C09,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,47,1,0.0053125
4,C02;C03;C07;C09,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019375
4,C02;C03;C07;C09,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,47,1,0.015625
4,C02;C03;C07;C09,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.018125000000000002
4,C02;C03;C08;C09,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.016979166666666667
4,C02;C03;C08;C09,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.020937499999999998
4,C02;C03;C08;C09,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.021354166666666664
4,C02;C03;C08;C09,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.025260416666666667
4,C02;C03;C08;C09,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.016979166666666663
4,C02;C03;C08;C09,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.017187499999999998
4,C02;C03;C08;C09,C04,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.005208333333333333
4,C02;C03;C08;C09,C04,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.006354166666666668
4,C02;C03;C08;C09,C04,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0
4,C02;C03;C08;C09,C04,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00010416666666666667
4,C02;C03;C08;C09,C04,joint,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.005833333333333334
4,C02;C03;C08;C09,C04,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005833333333333334
4,C02;C03;C08;C09,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0035000000000000005
4,C02;C03;C08;C09,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.004750000000000001
4,C02;C03;C08;C09,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0
4,C02;C03;C08;C09,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C03;C08;C09,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0055
4,C02;C03;C08;C09,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00575
4,C02;C03;C08;C09,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.005
4,C02;C03;C08;C09,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005875
4,C02;C03;C08;C09,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0005
4,C02;C03;C08;C09,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00275
4,C02;C03;C08;C09,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.005
4,C02;C03;C08;C09,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005
4,C02;C03;C08;C09,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0022916666666666667
4,C02;C03;C08;C09,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0025
4,C02;C03;C08;C09,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0
4,C02;C03;C08;C09,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C03;C08;C09,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.005625000000000001
4,C02;C03;C08;C09,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0059375
4,C02;C04;C05;C06,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.020937499999999998
4,C02;C04;C05;C06,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.023020833333333334
4,C02;C04;C05;C06,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.025104166666666667
4,C02;C04;C05;C06,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0371875
4,C02;C04;C05;C06,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.019479166666666662
4,C02;C04;C05;C06,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.023020833333333334
4,C02;C04;C05;C06,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.01794642857142858
4,C02;C04;C05;C06,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.01955357142857143
4,C02;C04;C05;C06,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.012321428571428577
4,C02;C04;C05;C06,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019107142857142857
4,C02;C04;C05;C06,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.01633928571428572
4,C02;C04;C05;C06,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.023035714285714288
4,C02;C04;C05;C06,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0025
4,C02;C04;C05;C06,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005625000000000001
4,C02;C04;C05;C06,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0
4,C02;C04;C05;C06,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C05;C06,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.007916666666666667
4,C02;C04;C05;C06,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.008333333333333333
4,C02;C04;C05;C06,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.011875
4,C02;C04;C05;C06,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.015312500000000001
4,C02;C04;C05;C06,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.010624999999999999
4,C02;C04;C05;C06,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.020625
4,C02;C04;C05;C06,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0175
4,C02;C04;C05;C06,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0196875
4,C02;C04;C05;C06,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.003
4,C02;C04;C05;C06,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005
4,C02;C04;C05;C06,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0
4,C02;C04;C05;C06,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C05;C06,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.00625
4,C02;C04;C05;C06,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00625
4,C02;C04;C05;C07,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0221875
4,C02;C04;C05;C07,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.023333333333333334
4,C02;C04;C05;C07,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.026458333333333334
4,C02;C04;C05;C07,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.03822916666666666
4,C02;C04;C05;C07,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.019479166666666662
4,C02;C04;C05;C07,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.025260416666666667
4,C02;C04;C05;C07,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.01839285714285715
4,C02;C04;C05;C07,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019910714285714285
4,C02;C04;C05;C07,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.013303571428571432
4,C02;C04;C05;C07,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019732142857142854
4,C02;C04;C05;C07,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.02008928571428572
4,C02;C04;C05;C07,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.021026785714285713
4,C02;C04;C05;C07,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.006750000000000001
4,C02;C04;C05;C07,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007000000000000001
4,C02;C04;C05;C07,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.003
4,C02;C04;C05;C07,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00775
4,C02;C04;C05;C07,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.006500000000000001
4,C02;C04;C05;C07,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007250000000000001
4,C02;C04;C05;C07,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.013125000000000001
4,C02;C04;C05;C07,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.018125000000000002
4,C02;C04;C05;C07,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.012812500000000001
4,C02;C04;C05;C07,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02140625
4,C02;C04;C05;C07,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.017812500000000002
4,C02;C04;C05;C07,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0190625
4,C02;C04;C05;C07,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.003
4,C02;C04;C05;C07,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005
4,C02;C04;C05;C07,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0
4,C02;C04;C05;C07,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C05;C07,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.00475
4,C02;C04;C05;C07,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.005
4,C02;C04;C05;C08,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.018541666666666665
4,C02;C04;C05;C08,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.022291666666666668
4,C02;C04;C05;C08,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.024166666666666666
4,C02;C04;C05;C08,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.03041666666666667
4,C02;C04;C05;C08,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.01854166666666666
4,C02;C04;C05;C08,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.01885416666666666
4,C02;C04;C05;C08,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.017142857142857147
4,C02;C04;C05;C08,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.01839285714285715
4,C02;C04;C05;C08,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.011607142857142861
4,C02;C04;C05;C08,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.014821428571428577
4,C02;C04;C05;C08,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.013750000000000004
4,C02;C04;C05;C08,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.013526785714285719
4,C02;C04;C05;C08,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.00575
4,C02;C04;C05;C08,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.006750000000000001
4,C02;C04;C05;C08,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0022500000000000003
4,C02;C04;C05;C08,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0034999999999999996
4,C02;C04;C05;C08,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.00625
4,C02;C04;C05;C08,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00575
4,C02;C04;C05;C08,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0025
4,C02;C04;C05;C08,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0027083333333333334
4,C02;C04;C05;C08,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0
4,C02;C04;C05;C08,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C05;C08,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.007083333333333334
4,C02;C04;C05;C08,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.004791666666666667
4,C02;C04;C05;C08,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.00275
4,C02;C04;C05;C08,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.003
4,C02;C04;C05;C08,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0
4,C02;C04;C05;C08,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C05;C08,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.00475
4,C02;C04;C05;C08,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00475
4,C02;C04;C05;C09,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0221875
4,C02;C04;C05;C09,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.023958333333333335
4,C02;C04;C05;C09,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.02583333333333333
4,C02;C04;C05;C09,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.03822916666666666
4,C02;C04;C05;C09,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.019479166666666662
4,C02;C04;C05;C09,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02640625
4,C02;C04;C05;C09,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.01839285714285715
4,C02;C04;C05;C09,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.020357142857142855
4,C02;C04;C05;C09,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.012946428571428576
4,C02;C04;C05;C09,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019732142857142854
4,C02;C04;C05;C09,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.016875000000000005
4,C02;C04;C05;C09,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0225
4,C02;C04;C05;C09,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.006750000000000001
4,C02;C04;C05;C09,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007250000000000001
4,C02;C04;C05;C09,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.003
4,C02;C04;C05;C09,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00775
4,C02;C04;C05;C09,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.00625
4,C02;C04;C05;C09,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007250000000000001
4,C02;C04;C05;C09,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0027083333333333334
4,C02;C04;C05;C09,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007083333333333334
4,C02;C04;C05;C09,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0
4,C02;C04;C05;C09,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C05;C09,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0077083333333333335
4,C02;C04;C05;C09,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.008229166666666666
4,C02;C04;C05;C09,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.013125000000000001
4,C02;C04;C05;C09,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.018437500000000002
4,C02;C04;C05;C09,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0109375
4,C02;C04;C05;C09,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02140625
4,C02;C04;C05;C09,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.017812500000000002
4,C02;C04;C05;C09,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02
4,C02;C04;C06;C07,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0221875
4,C02;C04;C06;C07,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.024270833333333335
4,C02;C04;C06;C07,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.025416666666666667
4,C02;C04;C06;C07,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0371875
4,C02;C04;C06;C07,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.019479166666666662
4,C02;C04;C06;C07,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02369791666666667
4,C02;C04;C06;C07,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.01839285714285715
4,C02;C04;C06;C07,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.020357142857142855
4,C02;C04;C06;C07,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.012678571428571431
4,C02;C04;C06;C07,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019196428571428576
4,C02;C04;C06;C07,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.01598214285714286
4,C02;C04;C06;C07,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.023705357142857143
4,C02;C04;C06;C07,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0052499999999999995
4,C02;C04;C06;C07,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00875
4,C02;C04;C06;C07,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0
4,C02;C04;C06;C07,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00075
4,C02;C04;C06;C07,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.006750000000000001
4,C02;C04;C06;C07,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00875
4,C02;C04;C06;C07,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.013125000000000001
4,C02;C04;C06;C07,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.018437500000000002
4,C02;C04;C06;C07,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0109375
4,C02;C04;C06;C07,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.020625
4,C02;C04;C06;C07,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0171875
4,C02;C04;C06;C07,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0203125
4,C02;C04;C06;C07,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.003
4,C02;C04;C06;C07,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0055
4,C02;C04;C06;C07,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0
4,C02;C04;C06;C07,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C06;C07,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,45,1,0.0055000000000000005
4,C02;C04;C06;C07,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.006750000000000001
4,C02;C04;C06;C08,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.018124999999999995
4,C02;C04;C06;C08,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.021041666666666667
4,C02;C04;C06;C08,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0240625
4,C02;C04;C06;C08,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02848958333333334
4,C02;C04;C06;C08,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.01864583333333333
4,C02;C04;C06;C08,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.018125
4,C02;C04;C06;C08,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.017142857142857147
4,C02;C04;C06;C08,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.01794642857142858
4,C02;C04;C06;C08,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.011517857142857147
4,C02;C04;C06;C08,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.014017857142857146
4,C02;C04;C06;C08,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.015267857142857147
4,C02;C04;C06;C08,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.01508928571428572
4,C02;C04;C06;C08,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.004
4,C02;C04;C06;C08,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.004750000000000001
4,C02;C04;C06;C08,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0
4,C02;C04;C06;C08,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C06;C08,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.006500000000000001
4,C02;C04;C06;C08,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.006
4,C02;C04;C06;C08,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0025
4,C02;C04;C06;C08,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0025
4,C02;C04;C06;C08,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0
4,C02;C04;C06;C08,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C06;C08,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0077083333333333335
4,C02;C04;C06;C08,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.007291666666666668
4,C02;C04;C06;C08,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.00275
4,C02;C04;C06;C08,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.003
4,C02;C04;C06;C08,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.0
4,C02;C04;C06;C08,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0
4,C02;C04;C06;C08,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,43,1,0.006500000000000001
4,C02;C04;C06;C08,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0055000000000000005
4,C02;C04;C06;C09,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.021041666666666667
4,C02;C04;C06;C09,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.024374999999999997
4,C02;C04;C06;C09,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.025104166666666667
4,C02;C04;C06;C09,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.0371875
4,C02;C04;C06;C09,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.019479166666666662
4,C02;C04;C06;C09,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02453125
4,C02;C04;C06;C09,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.01794642857142858
4,C02;C04;C06;C09,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.02044642857142857
4,C02;C04;C06;C09,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.012321428571428577
4,C02;C04;C06;C09,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.019196428571428576
4,C02;C04;C06;C09,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.015803571428571434
4,C02;C04;C06;C09,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.026160714285714287
4,C02;C04;C06;C09,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.004750000000000001
4,C02;C04;C06;C09,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00875
4,C02;C04;C06;C09,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0
4,C02;C04;C06;C09,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.00075
4,C02;C04;C06;C09,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.006750000000000001
4,C02;C04;C06;C09,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,16,40,0.008
4,C02;C04;C06;C09,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,44,1,0.0025
